ID,Tweet,Sentiment
2264,Folks don't talk about how well Malaysia is fighting coronavirus because no one remembers Malaysia. Get real.,1
2265,"To think deltopia would have been this weekend, corona really hit us where it hurts :(",1
2266,I heard some salons and spas are opened for business. Are they allowed to do so?? COVID19 coronavirus,0
2267,I HATE ALL YALL WHO ARE STILL DOING SHIT LIKE THE CORONA VIRUS DONT EXIST WHILE MY ASS IS STAYING HOME,1
2268,covid19 was first to restricting me from getting dicked down. now these damn hurricanes bout to do the same? fuck,1
2269,Respiratory Therapists are at the frontlines with the corona virus too along with nurses and drs. We (RTs) deserve credit too.,0
2270,"Total cases of covid19 stand at 186,258 including 3,816 fatalities (as of a March 31st). We began March 1st with 89 cases.",0
2271,"Fitch Downgrades South African Banks to 'BB', Negative Outlook on Coronavirus Impact",0
2272,just reported it as fact....that the Covid_19 came from one if two labs in wuhan china,0
2273,Case fatality rate CFR 1.4% but declined to 0.66% after adjusting for undiagnosed cases covid19,0
2274,That MTN Coronavirus measage before the call actually goes through can really taste your patience,0
2275,Im so glad I can survive without a job but its nothing like working I cant wait to go back this corona virus shit in the way slim,1
2276,Are yall still wanting to know if any us of personally know somebody with Coronavirus? Yall happy yet?,1
2277,"Okay, Patriots, off to pre-Corona Choke Island! Have good evenings and stay safe! IngrahamAngle",0
2278,One of my uni lecturers has just passed away due to covid19.,1
2279,_ It won't be long before BD media IT Cell tell you that China got Coronavirus from Nizamuddin.,0
2280,100k - 200k projected deaths. Stay off the fucking beach. Stop partying. coronavirus,1
2281,I wonder if the democrats are behind this covid-19 just to make trump look bad,0
2282,Gud morning Stay at Home Stay Safe. God shall fight for us in this country over dis virus call COVID19. In Jesus name amen.,1
2283,So almost 20 years later... have we found the elusive WMD s ? Covid19 seems like a WMD for sure.,0
2284,my mental health + this quarantine = NOT DOING WELL. stay the fuck home!!!! StayAtHome StayAtHomeAndStaySafe COVID19 coronavirus,1
2285,"Believe it or not, but I am the first line of defense for corona virus where I work. Kosom el geish",1
2286,"I work @ a preschool and I havent seen my babies in so long bc of COVID19, I miss them so much",1
2287,Thanks Lokesh Ji . Gratitude Together we WILL defeat Corona Pandemic . Jai Hind,0
2288,Why the fuck is that the only way to test?! Yall cant detect corona in the spit? Fuck.,1
2289,Watching the first documentary bout the Coronavirus and boyyyy this shit is not good,1
2290,breakingnewscoronavirus 13 year old who tested positive for coronavirus in the UK has died,0
2291,My friend said her moms job is offering her 45/hr to work in a facility with Coronavirus patients ONLY. Thats really wild,0
2292,"Rehumanization on a global scale is happening during this Coronavirus crisis. Thanks for this insight,",0
2293,There are many ways to spread awareness about coronavirus. What JJ did is effing not one of them.,1
2294,Hospitals are clamping down and threatening to fire health-care workers who publicize their working conditions... USA.. coronavirus,0
2295,Athe fact that People can comapin about working remote when a lot of people out there have no jobs because of corona is beyond me.,1
2296,Coronavirus will disappear someday. But the policy makers screw up on handling this will be remembered forever,1
2297,Combat misinformation about COVID19 by reporting rumors and relying on trusted sources.,1
2298,"Wow. Really impressed by the OTT ads that have all been redone to guarantee contactless delivery, shop online, all the Corona things.",0
2299,Which should be the other asset class to look at post the equity reax to see the translation as corona impact? Lts gt a chk on tht ......,0
2300,Our love for God is only as strong as our love for our neighbor. -William Murrell COVID19 Church,1
2301,Dang already dropping another fire album can't wait to buy it when this Coronavirus shit ends,0
2302,If you joke about having COVID19 tomorrow for April Fools youll be socially exiled indefinitely. I dont make the rules.,1
2303,"For real tho, even though times are tough. Appreciate every day. coronavirus",0
2304,The third world war us here with us. The entire world is fighting against one common enemy - The Corona virus,1
2305,"There have been 178,301 recoveries from coronavirus - lets share the positives.",0
2306,"I wish Cyril could shout: April Fools, there is no Corona in SA",1
2307,"Whatever doesnt kill us only makes us stronger. We can beat the Coronavirus were in America, the best country in the world.",0
2308,May God blessed our King Queen the family. Amin YRA. WeFightTogether COVID19 stayhomestaysafe WeGotThis,1
2309,BREAKING: 120 new COVID19 cases and 2 new deaths Total confirm cases in Thailand : 1771 total confirm cases (with 12 deaths) 19,0
2310,Another 13 year old died from COVID19 in UK so is now Confirmed no.age is safe let us keep praying hard,1
2311,The Coronavirus has taught me that life is SHORT and I want to live my own TRUTH which is to get my family OUT of my life FOREVER!,1
2312,Mr president why there is no terrorism in the world while the west is busy in fighting with CORONA,1
2313,"Coronavirus should just tell us April fool abeg, let things go back to normal",1
2314,Why Instagram live turning into a strip club !! shorties throwing oouchie everywhere for the gram tonight COVID19,1
2315,Why are there no social distancing measures in the co op? Just been in my local one and it's a disgrace coop COVID19,1
2316,"UPDATES : MEXICO Total Cases 2,785 (+346) Recover 633 Death 141 ( +16) COVID19 Covid19Update",0
2317,"Come on yall Lets cancel COVID19. Stay inside and socially distant, friends GlobalPandemic",0
2318,How to deal with sales and lease agreements amid the COVID19 outbreak commercialrealestate cre,0
2319,This is like the most stupidest way to bring awareness about corona virus. SERIOUSLY,1
2320,Don't use April Fools to make jokes about having the coronavirus. People are sick and have died. Grow the fuck up.,1
2321,"Breaking FoxNews Alert : Trump says to prepare for 'very painful 2 weeks' as WH projects 100,000 to 200,000 US coronavirus deaths",0
2322,This years highlights Xmas card will just be 8 photos of my lounge room! Covid19 COVID19au Xmas2020 Christmas ChristmasCard,1
2323,Ding...ding...ding. If you are wondering why COVID19 testing capacity is limited and will continue to be constrained,1
2324,if you worked your ass off for 4 years but wont get to graduate and celebrate all your hard work because of coronavirus say I...,1
2325,"Good riddance to the longest month in a really, really long time. MovingonfromMarch coronavirus COVID19",0
2326,Just make sure there's paper trail before money ends up in Dubai and shell companies. CoronaVirusNigeria,1
2327,Jair Bolsonaro brought COVID-19 with him that weekend (his Press Secretary was infected),0
2328,Having my 5 year old ask me about coronavirus and people dying because theyre to sick is truly heartbreaking.,1
2329,"Ok its apr 1st news when the government comes out and says COVID19 was just a joke, right? Right?",1
2330,as tomorrow is April fools day pls dont say u have Corona Virus as a joke.,1
2331,"This is april day 1, wish corona is ajoke and this pandemic is aprank. aprilmop CoronaVirusUpdates RabuAmbyar",1
2332,my grandma from guam has been sick for a while and we just found out that she tested positive for having corona virus im :(,1
2333,"hey corona, can you pls go away now? I really wanna have a date with my girl :(",1
2334,the biggest loss of the corona shit is that i will not be seeing hamilton live,1
2335,was planning to have a Mario Party kind of birthday party for myself my friends this weekend corona sucks,1
2336,"Trending on Twitter the day I join: Muslims, RSS, JaiShriRam, ShameonYuviBhajji for promoting Afridi's corona fund. God, I feel dirty!",1
2337,So this coronavirus delayed my MS for another 6 Months. COVID19,1
2338,This is like the end of capitalism . This is like the Dark Ages all over again. Save your money. COVID19 04.01.2020.,1
2339,if they don't allow anyone to send off jinu due to corona pls give us live stream,1
2340,We cant stop now...Stay with this...Its not forever. COVID19 PhysicalDistancing,0
2341,I think it's best....we don't REALLY know what we're dealing with here. We cant afford to take any chances. COVID19 coronavirus,1
2342,SoKor patients recover from COVID19 without spending any won. Philippines can't relate.,0
2343,"When it's all said and done, retrenchments, job losses, salary cuts are our reality. RE tile go sotega post covid19",1
2344,"US coronavirus deaths set one-day record at 865, according to Johns Hopkins University: AFP news agency",0
2345,Till one moth back ventilators were ATM machines of private hospitals. Now Its officially life saver! Best thing in Post corona era!,0
2346,BonespuraVirus is Trumps fault TheLockdown StayAtHome COVID coronavirus EasterSundayMassacre,1
2347,Tonight has decided to cancel all their events/programs through August 31st due to COVID19,0
2348,"Florida now 5th in the nation for coronavirus. 6,741 cases and85 dead.",0
2349,Please do whats right for Florida! Donald Trump really doesnt care about you! COVID19,0
2350,Alright so now Im going to be quarantined for my birthday. Now Im PISSED. Yall need to STAY HOME ! This coronavirus stuff isnt a joke.,1
2351,No weapon formed against me shall prosper. And this includes the novel Coronavirus (COVID-19) I declare health.,1
2352,"NEW: U.S. reports 25,874 new cases of coronavirus and 1,535 new deaths. Total of 581,918 cases and 23,608 deaths.",0
2353,"Andhra Pradesh Govt has issued an order deferring salaries of govt employees,in wake of COVID19 outbreaknationwide lockdown. (ANI)",0
2354,"a long power outage thats destroying our food during the coronavirus outbreak? yeah, give me that",1
2355,I just found how theres no backspace button on the corona virus kinda sad hbu :/,1
2356,Yall remember when ppl were mad at the media for making the coronavirus bigger than what it really was,1
2357,Companies here is japan are forcing people to work even though coronavirus is all over Tokyo,0
2358,so many ruined plans na bc of covid19 ksksksks ampota,1
2359,April ballet recital canceled due to Coronavirus How long is it going to last I want to see you,1
2360,the people that be sayin coronavirus better not ruin my summer the same people still goin out on the daily STAY TF HOME.,1
2361,May be deadly pandemic Coronavirus would be 3rd World War.,0
2362,"BREAKING: The ACT has recorded 5 new cases of coronavirus, taking the total in Canberra to 84",0
2363,COVID19 Maybe students in Liaoning province will be the last to end the LONG vacation.And I'm one of them,0
2364,Dana Milbank of the has strung together an interesting array of Trump coronavirus comments.,0
2365,How is it already April but also ONLY April? It feels like weve lived several months in just a few weeks. COVID19,1
2366,guys i actually tested for corona today so if i tweet i got it tomorrow its not a joke codnxksnoxsndk,0
2367,This Coronavirus shit is really scary. I just pray me and all my people make it out of this okay,1
2368,"having not one but four friends test positive for corona virus is just too much. ms rona, with all offense, go die x",1
2369,JUST IN: US coronavirus death toll hits 4000 ATTENTION: Keep social distancing!!! Stay at home!!!,0
2370,If I see any of you make jokes about the Coronavirus for April fool's I will block you. It's not funny,1
2371,Yo this Coronavirus thing may last till September,1
2372,People finally catching up to this? China has been lying about the Wuhan COVID-19 virus for months now...,1
2373,How high do you think the actual Corona infection and death numbers are in China? I'd bet the real values are 10X what's being reported.,0
2374,Covid19 lockdown situation is like our own 'existential crisis' hanging over our heads.. PMKcallsCurfewExtension,0
2375,My birthday is in literally 10 more days I caannntttt even do shit Stupidd ass Coronavirus!!!!!!,1
2376,Tucker who is doing it? was happy when twitter banned a tweet from someone about Coronavirus drugs. hannity,1
2377,Lollllllll so many people died but you make a joke about corona virus???,1
2378,Trump has touted as a treatment option for COVID-19 coronavirus patients despite concern among medical experts. TrumpSayModiObey,0
2379,akka Any idea of accepting head shave challenge for nurse who worked against corona covid 19...????,0
2380,Today I am seeing thar islamic virus is more dangerous than corona virus tabli ki jamaat,1
2381,COVID19 in my town. health rehab center tests positive. Just a matter of time before it came here.,1
2382,on MF with Russian table tennis picks tonight on F U COVID19 the fighting spirit of sportsgambling lives on,0
2383,Quarantine = Lots and lots of Music who agrees? coronavirus playlist spotify,0
2384,During this covid19 shit Ive been bored and restless. But i know it gotta be a different level for single folks,1
2385,I dont wanna hear none of yall say you got Coronavirus for April fools thats outta pocket,1
2386,Ozzy Osbourne forced to cancel Switzerland trip for Parkinson's treatment Sharon Osbourne is heartbroken by coronavirus news.,0
2387,The covid19 crisis is showing governments how easy it is to seize power over the daily lives of citizens.,0
2388,I miss seeing you both on my TV. Hopefully after this coronavirus goes away. You both can come back? Please?,1
2389,And thats exactly why joe Biden said he didnt want to debate trump about how corona is being handled,0
2390,"Coronavirus death toll in US reaches 4,000 via FOX NEWS",0
2391,"Are there any guidelines? I could not find anything on the website, but maybe I missed it? COVID19",0
2392,so the corona hasnt taken me out but someone driving on the wrong side of the road almost did,1
2393,"That's if we even have a season. With the way the coronavirus is playing out, we may en up having a delay.",0
2394,DAY6 Coronavirus has shown us the government is capable of so many things.. just hope the energy can remain the same post the virus.,0
2395,Bawling watching on CuomoPrimeTime. Anyone else bawling? GetWellSoonChris COVID19,1
2396,Fact: New York State has almost 1/10 of the worlds coronavirus cases. Maybe Cuomo should be reading Newsoms playbook.,1
2397,"Latest Coronavirus News! Total Cases: 858,377 Total Dead: 42,146 Total Recovered: 177,931",0
2398,I think Im dying tbh idk if its corona or not but something is wrong with me and its not good,1
2399,ight no jokes about testing positive for corona on this april fools fr,1
2400,The area where I live they are suspecting 2 positive cases and supposedly our area will be completely locked down in few hours coronavirus,0
2401,"as many of us rely more on substances during COVID19 quarantine, let us please reach out to friends if we need help being held accountable.",1
2402,Ask them to publish names of Corona viruse victims and names of those died due to this viruse in India as on today.,1
2403,"The 3 to 5 closest people to you right now are in the same position as you mentally, financially and spiritually. coronavirus",0
2404,"I hope after coronavirus has passed the human world will be fair, with a level playing field for everyone. 2020",0
2405,Please advise to all India corona pecent please take steam and hot water and hot tea and coffee this is main madicin for corona,0
2406,Take ur mind off of COVID19 for a day its AprilFoolsDay have fun prank someone and make sure u get the last laugh!,0
2407,"Merci and please take care, my French friends. xx Covid19",1
2408,800 ppl died from the coronavirus in the last 24 hours,0
2409,IndiaThanks We also appreciate health workers which are working day and night to tackle Corona disease,0
2410,coronavirus update in Burundi. New cases confirmed 2. Newly reported location.,0
2411,People dont take that coronavirus seriously until it hits their family members.,0
2412,"Eh i dont believe it, all these conspiracy theories about Corona ppl jus get on here say anything .",1
2413,The figures coming out from US on confirmed cases and death is staggering and call for concern. COVID19 CoronavirusOutbreak,1
2414,Back 2 school! For one day COVID19 notbetreuung twlz,1
2415,Damn my cousins wife tested positive for covid19 today whack,1
2416,"This corona virus got me going crazy, I have no idea what to do when I get done with school.",1
2417,"I thank God that I'm still negative kule COVID19 , people please obey the rules StayAtHome . . Good morning everyone",0
2418,"UPS lost my Persona 5. Man fuck it, just give me the coronavirus",1
2419,Enough with modeling this corona guys. You cant build a model with low quality data that comes from government Note: Indonesia govt,0
2420,"COVID19 CoronaViruse Coronavirus Cases: 859,031 Deaths: 42,322 Recovered: 178,100",0
2421,One of the church mothers at my church died from Corona Virus yesterday,1
2422,Social distancing and CoronaVirus awareness song from garu.. StayHomeStaySafe Covid19 WeWillStayAtHome,1
2423,Someone tell me why t*e hom* d*pot is essential?? I DO NOT WANT CORONA BUT I STILL NEED A JOB Im losing my mind,1
2424,Can we create a new app thats just Twitter but a corona free zone!?!?,0
2425,Sorry Seb. Burning with urination and a urethral discharge arent symptoms of COVID19,1
2426,"NewsAlert Two COVID19 patients die in West Bengal, death count rises to six: Health official (PTI)",0
2427,Wonder if the rashes are symptoms of cytokine storm syndrome associated with Covid-19?,1
2428,He has the blood of every American who dies from coronavirus on his hands for enabling our Idiot In Chief,1
2429,my baby rosie has corona you better believe my ass RAN TO NOOKS TO GET HER MEDICINE,1
2430,The Banks and the Oppenheimer's mmmmmmmmmmmmh people are going to make a lot of money from this veiled Corona Virus relief plans.,0
2431,Soon as this corona shit over with issa wrap Im cutting tf up,0
2432,Traders Seek China's Masks to Help U.S. Hospitals Battle the Coronavirus,0
2433,"153,000 SEALED INDICTMENTS ESTIMATED DEATH TOLL CORONA 200,000 EACH SEALED INDICTMENT COULD BE BETWEEN 1-10,000+",0
2434,"Honestly, yall dont think itll be a turn around for this Corona virus? Like everything will be back to normal within 2 weeks?",1
2435,There better not be any I got coronavirus April fools jokes tomorrow,1
2436,"Kim Jae Joong just reveal that he was infected with the Coronavirus, this shouldnt be a joke. StayStrongKimJaeJoong",1
2437,That is better way to enjoy the day against corona at home dear,0
2438,Yall better take this corona shit serious! Mfs dying everyday from this shit!! COVID19,1
2439,Proud of my boo for killing it this month @ work and joining the work from home crewwww (mainly due to coronavirus but still),1
2440,I dont want to hear any dumb Corona virus April fools jokes tomorrow. Nothing funny about whats going on right now. coronavirus COVID19,1
2441,So easter weekend coming up. How much you wanna bet we see an uptick of Covid19 spread in two weeks?,0
2442,Yes you may be the next corona patient . So please keep safe distance follow the rules to av corona virus .,0
2443,"Quarantine Trump. He is a global health risk. His impulsive, unintelligent actions are fuelling the global coronavirus crisis.",1
2444,"MadhyaPradesh - Twenty new coronavirus cases in State, total jumps to 86 coronavirus",0
2445,Ive spent the past two weeks recovering from coronavirus. There is work to be done.,0
2446,Those who said proudly - what can corona do to those is mosque and now. Super spreader are criminal nothing else.,1
2447,Happy Birthday Vix! Hope that despite COVID19 you still have a memorable day. Is it a special land mark today? 21?,0
2448,821 people died today alone for this corona shit yall not nervous yet ???,1
2449,"So Trumps medical advisors estimated that 100,000-240,000 people could die from the coronavirus here in the U.S.! COVID19 StayAtHome",0
2450,Good morning Have a blessed rainy day spent safely at home StayAtHomeAndStaySafe CoVID19,1
2451,Make him spend 24 hours in an NYC ER. COVIDIOT coronavirus COVID19,1
2452,How many times do you think you've killed coronavirus from washing your hands?,0
2453,Is important to US avoid a lot of death due to covid 19. People there think that covid is a little thing,1
2454,How many people bought more perishable food than they could eat? GreedyHoarders PanicBuyers coronavirus,0
2455,"Besides all the Coronavirus stuff going on, I'm happy and extremely blessed. Almost finished with grad school.",1
2456,Its April 1st. Will someone wake me up saying this was all part of a global April Fools coronavirus COVID QuarantineLife COVID19,1
2457,Pray Tahajjud in Sha Allahmake dua for the ummah. May Allah forgive us and may He remove corona virus before Ramadan In Sha Allah. Ameen,1
2458,I hate corona virus twitter please just give me back baby yoda twitter it was so simple,1
2459,MIT Joins a consortium of supercomputing resources to help speed the search for COVID19 solutions,0
2460,I am so done with having a temperature!!!! And a fever!!! Body please for the love of god stop now thanks corona,1
2461,Man this coronavirus isnt even allowing my family to mourn the way we supposed to...,1
2462,TablighiJamaat COVID19 DelhiBurning NizamuddinMarkaz (:- Many people Spread corona. Kya ho raha hai !,1
2463,Donald Trump makes the Emperor Nero seem like Winston Churchill COVID19 CoronavirusTruth,0
2464,Are Democrats and the Fake News Media rooting for the Wuhan coronavirus to destroy the economy to remove Trump? Please RT,1
2465,"Can we all agree that although he is not as bad as Dr. Birz, Dr. Fauci is no hero. He wont speak fully truthfully. coronavirus",1
2466,Sorry we dont wanna die like italy you are a virus bigger than corona!,1
2467,MAINLAND CHINA REPORTS 130 NEW ASYMPTOMATIC CORONAVIRUS CASES ON MARCH 31,0
2468,Makes a complete mockery of UK Coronavirus policy. Flights should have been stopped from high-infected areas weeks ago.,1
2469,811 deaths in one day is daunting and begs for a new way to combat Covid-19,1
2470,"Yes, thanks to and we are now offering Spanish COVID-19 updates.",1
2471,I freaking hate AprilFoolsDay and this is the worst one ever. coronavirus,1
2472,Tonight the ambulance came to our block here in the south Bronx. I hope the person survives COVID19,1
2473,Over 800 deaths from corona today in the us! Im actually starting to fear this shit not take it lightly,1
2474,"God US people of the world ask for one saving blessing, Coronavirus Will End , AMEN",1
2475,Don't expect any giveaway today.These yeyebrities go April fool your life. Happy new month Fam AprilFoolsDay COVID19,0
2476,haven't done my own nails in YEARS corona really tryna make me go out sad,1
2477,536 new cases and 25 new deaths in Switzerland [11:29 GMT] coronavirus CoronaVirusUpdate COVID19 CoronavirusPandemic,0
2478,I see companies still working when a employee has tested positive for coronavirus. It's all about the money. The company does not care.,1
2479,Been praying for time off for awhile now Just to rest and spend time with my child Never knew it would take coronavirus for it to happen,1
2480,"This Coronavirus exposing the ugly out you hoes, keep revealing lord...",1
2481,Gratitude to those who are involved to safeguard our lives from fatal Corona virus. Thanks to them. LetUsPrayForCoronaFighters,0
2482,do u ever wonder what has happened in the world since the coronavirus outbreak that the news isnt covering,1
2483,Would it be safe to assume that people who die from COVID19 can't donate tissue or organs? leavingmybodytoscience,0
2484,My dad was a dad joke kind of dad seriously so corny and annoying. I wish I could hear him crack jokes about the corona virus.,1
2485,COVID19 JammuAndKashmir 11 new cases in Kashmir Division and 3 New Cases from Jammu. Total so far is 139.,0
2486,"We've passed one week under stay-home orders. We'll mark the occasion with dessert, but first comes our daily coronavirus thread.",0
2487,"Alabama,Louisiana,Texas and Mississippi stats for Covid19 will be rising....soon.",0
2488,Corona has taken over the world. Scientist are trying to find the cure and this guy still asking about this?? -_-,1
2489,How much money have you donated to fight the Corona virus Nancy,0
2490,"All this shit going on has just proved that no, you cannot, in fact, save money by just staying home home. STILLBROKE COVID19",0
2491,Fauci: Mask-wearing recommendation under very serious consideration.. USA.. coronavirus..,0
2492,"[RTRS] 31 Mar - NUMBER OF CONFIRMED CORONAVIRUS CASES IN GERMANY RISES TO 67,366 (+5,453), DEATHS TO 732 (+149) - RKI HEALTH INSTITUTE",0
2493,Why tf this stupid ass coronavirus gotta start right before you birthday!,1
2494,"also openly transphobic, made people believe he had coronavirus and was poor etc hes just a sad loser",1
2495,"60 new coronavirus cases in Maharashtra; state tally jumps to 1,078: Health official",0
2496,why would someone be so insensitive to pull a prank about coronavirus he basically threw his entire career away,1
2497,Popular No.1 Topics in Australia! Andrew_Jack Coronavirus Star_Wars_sequel_trilogy Star_Wars:_The_Last_Jedi Star Wars: J,0
2498,18 COVID19 patients were discharged today in Palestine. It's good news we all needed,0
2499,I wonder what people from other countries think of Trump and how he is handling the corona virus in America...,0
2500,Designate a general to be a coronavirus czar to handle the logistics to get PPE where it needs to be.,1
2501,Madam Can you help India to get Covid19 Testing kits to,0
2502,Remarkable insight by on the possible scenarios in the AC (After Corona) world,0
2503,how is it china has less coronavirus cases than the USA something dont add up thefinal5,0
2504,Oh ok. They are recommending ics to not go say goodbye in person bc of covid-19.,1
2505,Need the latest info on business resources regarding COVID 19? Our website has updated FAQs and more!,0
2506,yes its important to stay informed yada yada but i am sick of corona virus news!!!!!!!!!!!!!!!,1
2507,"RIP JeffGrosso Skateboard Legend , This CoronaVirus is serious, please stayhome and stay safe",1
2508,"Personally, I am donating my one year's salary to the CMRF Covid19 ... COVID19 Corona Karnataka",1
2509,Great job from this morning. Holding Robert Jenrick MP and gov to account over COVID19,0
2510,3132043163 Udensi Celestine ifeanyi First Bank UmuabaConnectCOVID-19giveaway,0
2511,"In an already struggling economy, the corona virus is causing massive losses to the small scale industries God save our country",0
2512,Palace and Evisu dropping a collab!? Fuck the coronavirus! Why didnt anyone tell me!,0
2513,My brother goes to meps tomorrow ... then they can ship him to boot camp at any time the base is clear of the coronavirus ...,0
2514,i dont even have the words for the way this fucking coronavirus is ruining my life,1
2515,"2 more Coronavirus positive case reported, raising total to 188 in Sri Lanka - Health Ministry LKA",0
2516,okay im introverted and all but after the corona business is over i dont think i ever want to be alone again,0
2517,"Due to COVID19 Tomorrow I Will Be Giving Away $10-$10,000 To People Who Follow These Steps! Its Easy Jus Follow Retweet",0
2518,Coronavirus is forcing Nigerias leaders to confront the broken health system they rarely use......,1
2519,Criminal proceedings against your business will be the last thing you need post- Covid19! Be aware.,1
2520,Non-coronavirus patients will be placed on the ships. Infected patients stay in the hospital. Good question.,0
2521,Triple A really just gave me a fatass discount cus of this Corona shit only good thing about this,0
2522,RubikaLiyaquat mam jannat cities due to corona outbreak are converted into heapes of bodies,0
2523,Despite my past and despite the corona virus... God keeps me excited about my future,0
2524,toxic parents+having to stay home because of corona= getting yelled at for anything and everything i do.. really out here missing school,1
2525,"RIP Global coronavirus death toll passes 42,000. Hope people would stay at their homes to fight against this Virus COVID19outbreak",1
2526,Almost every article or story seems to be about a man in serious condition or passing away from Coronavirus. Few women.,1
2527,"The fight for truth is now crucial in the fight against coronavirus Lies spread the infection, slow scientists, kill innocent people.",1
2528,Read Siddhartha Mukherjee on the Coronavirus in the latest issue of Google it. Great piece as usual.,0
2529,Peep how it hasnt really rained in Miami since this whole corona thing started,1
2530,"Instead of checking scores, my husband is checking confirmed cases and deaths Coronavirus",1
2531,This 21 days lockdown is working so far to stop that rapid increase of this corona maybe they should add another month what do you think?,0
2532,Stay away from this testing centres!! Parasites will make up shit to vaccinate you!!! CoronaVirus,1
2533,This Corona weh Government refuse answer me ghen I go spread am to all my fans.,1
2534,Not that lil kpop boy joking about having corona... when so many people have d*ed....,1
2535,"Yes, you heard correctly-SO basically we do not know what the actual number of deaths are from the Coronavirus??",0
2536,Do not lose focus because these worldly things will try to distract you !! coronavirus StayAtHome stayhealthy staysafe,0
2537,I'm an unsettled teacher about returning to work in the midst of Covid19. I kind of freaks me out to be honest!,1
2538,The corona got you niggas bored. An idle mind is fosho the Devils Workshop. Better get a hobby lil hoe.,0
2539,I need to stop touching the money in my savings ima need corona to go away so the club can open back up immediately,1
2540,Mombasa county combating Covid19. Well done 001. governerofthemoment,0
2541,Prayers for Chris. Side note...nice basement. COVID19,1
2542,Stop spreading false news about the armed forces but rather lets direct that energy in fighting the coronavirus,0
2543,35 New deaths in Portugal. Total deaths in Portugal: 380 1 New death in Croatia. Total deaths in Croatia: 19 Covid_19 COVID2019,0
2544,Calling all the its April fools and theres still coronavirus tweets right now,1
2545,everytime i get on here somebody done tested positive for corona.. dat shit just makes me paranoid i need to stay off here.,1
2546,The TPing scene just seems so wrong in todays climate. PumpRules coronavirus COVID19,0
2547,Dr Anbumani says lockdown is the only way to combat the Coronavirus outbreak. PMKcallsCurfewExtension,0
2548,Even there are Corona virus my heart needs beautiful things and my heart filled with imagine of my favorite singers!,0
2549,"Happy new month y'all,my birth month is here, God please let this month be a better one this covid19 must stop too inshallah. April15",0
2550,"thank you for working toward Coronavirus aid going to people, not oil corporations! FamiliesFirst",0
2551,Everybody is sleeping. I stand and watch. Be awake my friends. Don't start to love your chains COVID19 coronvirusitalia coronavirus,1
2552,FDA authorises use of unproven malaria drugs to treat coronavirus A two-minute test kit gets approval too Src toi,0
2553,Friendly reminder COVID19 is real and pls stay at home so we can all go out later,0
2554,What if some COVID19 tests really test for common cold or flu and come up positive.,0
2555,Crazy how Dallas became a ghost town COVID19 COVID lockdown CoronavirusPandemic COVID19,1
2556,trumps plan to keep the number of Covid-19 cases down is simply to not test to see who has it.,1
2557,Kelvin lost his mother to the coronavirus. Please lets pray for him his family...,1
2558,The CDC and the WHO downplayed the corona virus ! Get your facts right,1
2559,Whats the first thing youre doing in the post-corona world?,0
2560,Why does John Horgan have a lacrosse stick beside him? bcpoli COVID19 coronavirusbc,0
2561,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19,0
2562,Can someone please tell how many Corona are being tested in India at this time.,0
2563,"Yeah, that flu is worse than coronavirus statement being peddled all over social media didn't age well, did it?",0
2564,[ Covid19inSA] 46 new coronavirus cases confirmed. This takes the total number to 1353. 5 deaths have been confirmed.,0
2565,Can you imagine how much better the world would be without the US stock market? COVID19 coronavirus StockMarket EndTheFed endoftimes,0
2566,i bet theres gonna be alot of people who suddenly get diagnosed the corona virus in about an hour,0
2567,"4 new recoveries in Madagascar totaling 11 in this place. Already 618,220 worldwide. coronavirus covid19 Madagascar",0
2568,bats everywhere will become the reservoir for a SARS-like coronavirus.,1
2569,First week of corona my store was up 60% compared to last year,0
2570,"CORONAVIRUS TRUMP Wed, 8 Apr 2020 06:00:00 CDT",0
2571,Non disclosure of corona information is a terrorist act. Those not coming forward for testing should be declared terrorists TablighiJamaat,1
2572,MY MOM CALLED ME AT MIDNIGHT TO UPDATE ME ON CORONAVIRUS LIKE... jesus timing!!!!!!,1
2573,100k to 240k US deaths is trumps prediction? Does that mean it will really be 2 million? coronavirus Trump,0
2574,West Godavari lo 14 Positive Cases out of them 9 People From Eluru coronavirus AndhraPradesh,0
2575,A reminder that tomorrow is April and Corona Virus Aprils Fools Jokes arent funny...,1
2576,John Grant talks us through the data sets used to track the impact of COVID19 on aviation OAGWebinar,0
2577,"Um, fever is not the only symptom of coronavirus, so that is hardly a comprehensive test. maddow",0
2578,Spring break is cancelled. No Coachella and Viva Las Vegas. It will reopen after the COVID19 outbreak is over.,0
2579,i'm prepared to lock myself away from the world tomorrow just to avoid shitheads with bad coronavirus jokes,1
2580,China must compensate to every country seriously afected by Covid19! Starting for poorers ones!!,0
2581,I'm about to go full-blown conspiracy theorist on this Japan coronavirus thing after the bullshit I've had to deal with.,1
2582,BCG vaccines and trained immunity for COVID19. Interesting. Trying to find more studies about it,0
2583,If you havent followed them yet then go follow for all the latest coronavirus news in India,0
2584,Anyone else think that Trump tested positive today and thats why the change in attitude? COVID19 coronavirus TrumpPressConference,0
2585,It's a new month anyone and who has spammed me with coronavirus videos and memes on WhatsApp is being left in March. blocked,1
2586,I just remember a thing I did 4 months ago? I WANT TO KILL MYSELF ! CORONA GET THIS FUCKING CLOW,1
2587,So someone tested positive for the Covid_19 and they closed my job for 3 days to sanitize. iMessageMadness Games,1
2588,"First corona, now Lele Pons is on my Explore page! What have I done wrong to desrve such ruthless punishment",1
